shipmentid,orderid,shipmentdate,estimateddeliverydate,actualdeliverydate,carrier,trackingnumber
2632,1571,2020-03-14,2021-11-18,2020-10-03,Local Courier,1d219eb9-b41d-48b3-b759-192053ddfd1d
2633,2078,2020-10-18,2022-05-09,2021-06-14,UPS,9b6c99d3-1b3c-4636-9703-aa75e51d3cf7
2634,814,2023-10-03,2020-05-22,,Local Courier,44c997b3-c026-4095-bdd0-b4388295273e
2635,987,2022-02-02,2023-05-28,,DHL,6997ffc3-8b08-4c5a-a24b-1d7c5c4e3220
2636,2655,2023-05-15,2020-10-28,2022-04-22,FedEx,b72308fe-4259-4882-9b14-fdfda3ecde34
2637,425,2023-06-19,2023-07-14,,USPS,
2638,1656,2020-01-16,2020-04-30,,DHL,
2639,510,2020-05-26,2020-10-25,,DHL,2b7a11c7-d343-474b-a069-18bb19dfaba6
2640,2818,2021-10-27,2021-02-24,,DHL,
2641,2917,2020-06-13,2022-10-03,,DHL,7eddaf79-129b-4078-849f-276a4e9a7b55
2642,615,2023-08-24,2021-10-20,,USPS,03210ad5-02ce-4589-ab63-310a00c10254
2643,160,2021-04-07,2020-05-17,,DHL,
2644,2494,2020-04-11,2023-10-05,,Local Courier,
2645,127,2022-10-14,2020-06-01,,DHL,
2646,2,2023-02-23,2022-12-14,,FedEx,6ee10311-d4cf-4e1c-bca3-f2f45caa0b47
2647,531,2023-06-24,2021-04-16,2020-10-11,USPS,
2648,562,2020-05-20,2023-10-18,,FedEx,
2649,2394,2021-08-20,2023-07-06,,Local Courier,
2650,2489,2021-04-03,2020-01-22,2020-01-15,USPS,b489bb38-4363-441f-b13e-434f0878e49b
2651,1411,2022-05-08,2023-07-29,2023-03-14,UPS,b04f09a9-17c8-4064-8d5d-70a35fd04c7a
2652,1282,2020-10-12,2021-09-28,,UPS,4847f61e-6d38-45d6-8f33-8db19ba929a0
2653,833,2020-10-21,2023-01-29,,Local Courier,
2654,224,2021-07-01,2022-07-20,,Local Courier,
2655,686,2022-01-17,2023-02-03,,USPS,b6ec9382-1b66-4c0a-b9a0-bdff9d597def
2656,2759,2021-01-26,2021-09-17,,UPS,
2657,338,2023-08-30,2021-07-23,2023-02-01,UPS,8906c175-4b3b-45c0-a72c-1f29c1a9010f
2658,2395,2021-03-09,2021-11-22,,FedEx,
2659,2916,2023-03-14,2023-10-26,2023-09-28,FedEx,007bc773-c56a-46f8-be84-0cbe91e3ed84
2660,1799,2021-12-27,2022-09-12,,FedEx,11b92f1b-1fa6-4a93-a048-3424d3ea1733
2661,834,2023-10-09,2020-11-29,,USPS,
2662,1550,2021-11-27,2022-04-23,2022-08-29,USPS,
2663,1909,2023-11-03,2023-10-23,2023-05-28,DHL,
2664,1035,2023-06-21,2021-12-24,,Local Courier,
2665,1097,2022-10-29,2022-03-15,2022-11-09,UPS,
2666,1196,2023-03-09,2020-06-05,2023-10-29,UPS,
2667,221,2022-09-08,2023-10-27,,FedEx,
2668,2255,2023-07-28,2020-04-10,2023-07-02,DHL,
2669,381,2023-03-22,2021-03-23,,FedEx,
2670,2207,2020-05-22,2023-10-07,2020-12-23,DHL,e8723829-d818-43d2-9314-2e59af8d65d6
2671,2867,2020-03-25,2023-05-05,,DHL,59d10ed6-f761-4ae9-9bb6-c9961898b07a
2672,1402,2023-03-31,2021-04-08,2021-02-10,USPS,
2673,3063,2023-10-30,2021-05-13,2022-10-10,Local Courier,
2674,1799,2022-06-07,2023-12-05,,UPS,6458cdd0-30e2-4e9b-a446-86d38e07c9f7
2675,853,2021-12-15,2020-03-09,,UPS,351f9b93-d801-44f7-9659-37571d18dfcd
2676,425,2020-02-26,2020-07-08,,UPS,
2677,619,2023-10-05,2020-10-20,2022-08-04,UPS,ce8f470c-b741-411b-98a7-28263683fc8c
2678,2584,2023-08-21,2022-01-14,,UPS,
2679,1104,2023-10-22,2023-12-30,2023-06-19,DHL,
2680,253,2023-02-02,2020-06-30,,USPS,7ff8c8be-1dc1-4dd2-82c5-296a3a8ff9a7
2681,1506,2020-12-21,2021-03-26,2023-01-14,Local Courier,
2682,145,2021-09-29,2020-05-05,,USPS,
2683,1138,2022-02-06,2020-05-20,2020-11-28,DHL,fc1475c6-c41c-4a30-84e5-905399f09f45
2684,1921,2021-06-18,2022-01-30,2023-04-10,USPS,
2685,1899,2022-08-23,2022-07-29,2023-06-15,FedEx,effbd7ab-eaf1-4a0f-9ea9-a596f38c9b32
2686,1979,2023-06-14,2022-08-21,,USPS,
2687,598,2021-03-30,2022-01-02,2021-04-24,UPS,
2688,857,2021-05-13,2022-10-06,2021-07-17,DHL,adfb189f-d458-4f23-b499-f8ec9027cbfb
2689,1180,2021-08-20,2023-08-14,2023-12-05,FedEx,20747ea2-8d17-4bcb-88c0-ea99e2fe02f7
2690,630,2023-03-28,2021-12-15,2021-06-11,Local Courier,ab9aa172-9bc8-4d45-8c44-f4bf53593702
2691,756,2021-12-26,2023-02-10,2022-09-21,FedEx,
2692,63,2020-03-27,2020-09-07,2020-12-10,Local Courier,
2693,1328,2020-10-05,2022-01-29,,DHL,
2694,1981,2021-10-10,2023-04-17,,UPS,ccf5ec58-1c57-43eb-ab4e-31aa56f7b620
2695,1110,2021-07-20,2022-08-21,2020-04-06,DHL,2ce82645-872e-4f1e-9b7a-2dfd43e731df
2696,473,2020-12-12,2020-11-16,,UPS,88334f10-4b59-4db3-a543-eb1722d5da9a
2697,2805,2023-12-19,2021-01-23,,FedEx,1a9c95ad-e65c-45f1-a9c2-cc2b46621ad6
2698,2923,2023-06-14,2022-05-19,,Local Courier,06b9a834-41c6-4982-9c8e-0a542af297ac
2699,1158,2021-07-30,2023-06-08,2020-11-03,FedEx,
2700,2199,2021-02-09,2023-05-07,2022-09-23,Local Courier,421d8f46-fbeb-4de9-a8b2-4fafb80494c6
2701,2156,2021-01-02,2020-02-10,2020-05-22,FedEx,
2702,82,2021-12-27,2020-11-07,2021-10-05,UPS,3158b928-7ceb-496c-9d16-1c80e6d694e5
2703,2209,2021-05-10,2022-09-13,2022-06-26,UPS,0dac52bc-8a24-4132-9011-040a770b1574
2704,1272,2020-07-25,2022-03-07,,USPS,
2705,296,2022-05-23,2020-08-10,,DHL,67d8a02f-8bdd-4eea-9e52-40c74ac29191
2706,1294,2020-11-30,2021-10-08,,Local Courier,770708dd-df5f-431e-9769-376b1159121f
2707,660,2021-07-19,2023-04-22,2020-11-08,USPS,
2708,1414,2023-06-16,2020-12-24,,UPS,e9ccb1ba-a9b1-48a7-8842-edd0230a250f
2709,1293,2021-11-20,2023-12-28,,USPS,
2710,2931,2020-04-04,2022-05-15,2021-11-15,DHL,
2711,3094,2023-03-31,2021-09-08,,UPS,97e554b2-dd87-43b1-89ef-52daf2de8939
2712,2006,2022-03-03,2020-08-21,,Local Courier,a833f020-73db-4e70-8d5b-8d8d392bad14
2713,190,2022-04-08,2022-09-10,,UPS,48dc9e50-0632-4c4a-ac16-7cad7fc96dfe
2714,526,2023-03-09,2021-01-22,2023-01-16,Local Courier,
2715,1160,2020-11-01,2021-03-02,2023-02-25,USPS,806af9b1-59f8-467c-9e6c-6720c76ae505
2716,2205,2021-05-21,2020-05-24,,Local Courier,
2717,2266,2022-04-19,2022-09-24,,UPS,01bb9d3d-5e8c-4054-a3d2-afb426ca7468
2718,1191,2021-04-19,2021-07-16,2021-11-28,DHL,3e27e48c-4495-4801-a75b-d04b1ccf3b64
2719,2868,2022-02-05,2023-05-09,2022-07-24,FedEx,
2720,2620,2023-12-16,2021-03-12,2021-01-10,DHL,825194a0-7498-45fd-86e1-00a24fab177c
2721,347,2020-08-18,2023-06-04,2023-11-07,UPS,1b16db89-0bad-4bf1-b119-38a69ccc84e7
2722,1339,2023-02-13,2021-05-20,,DHL,26b43700-c62d-41ca-b48b-cd4580ced9fd
2723,842,2021-12-25,2023-12-12,,DHL,4e61e423-c67e-4e7b-ad50-844c7b832c8c
2724,1444,2021-03-20,2021-09-15,,USPS,d1adefae-3c13-414f-a9b9-3e356126a4fa
2725,2735,2021-02-26,2020-07-17,2020-09-21,USPS,4e7caf63-194b-404f-ab89-589069781ae8
2726,316,2022-03-21,2021-02-07,2021-09-21,FedEx,
2727,2021,2023-11-07,2023-04-14,,FedEx,
2728,377,2020-10-03,2023-12-23,,Local Courier,
2729,900,2021-01-27,2022-11-03,2022-06-19,USPS,5d28529f-b682-4992-9ba4-c68bf09df97a
2730,1372,2023-12-21,2020-07-03,2020-06-16,Local Courier,
2731,2745,2020-01-22,2022-05-24,,UPS,
2732,2001,2020-07-31,2021-01-20,,UPS,
2733,2647,2021-06-29,2022-01-29,,DHL,
2734,2644,2021-12-25,2023-10-12,2023-04-01,DHL,
2735,287,2023-08-03,2022-01-05,,DHL,
2736,576,2020-07-20,2020-11-18,,USPS,60dc07b2-5665-49c3-800e-3f1dc74757d5
2737,1725,2022-05-03,2023-12-23,2021-02-23,FedEx,
2738,1788,2020-06-21,2023-06-03,,UPS,
2739,1058,2021-09-30,2021-02-27,,Local Courier,
2740,2396,2023-01-10,2022-08-14,2021-08-13,Local Courier,1eb40909-9480-4767-80a7-555df3e57b04
2741,1149,2020-06-04,2022-12-23,,USPS,
2742,2438,2021-01-13,2022-02-13,,FedEx,c4580461-b42a-44d7-8053-b2d5e718e326
2743,279,2020-10-19,2021-07-07,,UPS,
2744,1548,2022-08-08,2023-07-23,,UPS,bac6f4ef-7517-4659-b862-17f68f3b0dcf
2745,1700,2022-02-03,2021-10-30,,USPS,d174c17a-6684-4d98-860f-cabad918ff0b
2746,260,2023-08-17,2021-05-24,2020-04-05,USPS,5de2b98b-c63a-4fc4-9be4-49b3c7cd3aa8
2747,1974,2022-08-05,2020-07-18,,USPS,de30da1f-aed9-45be-93cb-de7e36115c5b
2748,528,2023-11-08,2021-02-22,,DHL,
2749,664,2020-08-16,2023-09-29,2020-06-08,UPS,
2750,919,2021-07-28,2022-04-19,2023-09-13,USPS,
2751,2330,2021-05-07,2021-11-02,,USPS,0eb611e0-da5d-4249-b879-a974b68ede24
2752,1069,2022-01-06,2020-10-06,,USPS,
2753,2931,2023-08-20,2021-02-19,,USPS,
2754,1934,2023-11-23,2023-01-27,2021-04-28,DHL,
2755,519,2022-12-06,2023-07-02,,UPS,a128dec5-76d8-4053-b746-f3aa8e65ef16
2756,2497,2022-06-30,2022-11-25,2023-09-01,Local Courier,
2757,2596,2021-11-25,2021-11-07,,FedEx,
2758,3049,2020-07-20,2020-02-03,2021-03-18,DHL,a9a5f738-3f30-4ce9-bc5b-6d3054df7be1
2759,2030,2022-02-15,2023-10-03,,DHL,
2760,2247,2021-12-26,2021-11-28,,DHL,84e96c2b-e3c8-4881-928d-1cbbc3609e53
2761,53,2022-11-30,2020-10-02,2023-10-01,USPS,
2762,1609,2020-02-27,2020-05-23,,USPS,
2763,845,2022-03-12,2020-07-02,2022-04-28,USPS,
2764,953,2022-04-13,2020-02-11,2023-09-16,UPS,
2765,2871,2023-09-18,2020-05-24,2020-11-17,UPS,
2766,2432,2022-05-08,2022-02-20,2021-10-29,USPS,e9db1016-0987-4e38-b01c-69e901405838
2767,2276,2021-04-18,2023-12-12,,UPS,57dc307c-926d-4cf4-8e99-401d8f39b1c7
2768,1789,2023-05-05,2020-02-15,,Local Courier,b60d2fc2-1410-492e-97d5-e96df89909a2
2769,2189,2023-04-17,2021-09-14,,UPS,884bfbad-3f6e-4dcb-b91d-c4fc5eaa0463
2770,82,2023-07-24,2022-09-10,2023-03-30,USPS,ad821338-1c14-453c-b17f-b84625cc47cd
2771,196,2020-02-19,2021-05-07,2021-08-24,Local Courier,
2772,2541,2021-01-30,2023-11-30,,Local Courier,
2773,1302,2022-02-12,2022-08-16,,DHL,b57a7167-272f-4630-929c-f5f843dbd0fe
2774,2252,2022-12-03,2020-11-10,,FedEx,bec71ef5-9123-4cb1-81ed-db7ec394d9f8
2775,2242,2022-06-24,2023-10-17,2023-04-14,USPS,fa3e8697-8578-434e-91fa-02454729617d
2776,3042,2020-04-21,2022-04-19,2020-08-20,DHL,
2777,636,2020-12-20,2022-12-17,2020-09-23,UPS,
2778,683,2021-05-17,2023-08-09,,UPS,
2779,870,2023-03-05,2020-11-11,2020-03-17,FedEx,
2780,469,2023-09-28,2022-05-09,,USPS,
2781,2282,2022-05-30,2020-03-13,,USPS,9d91e655-f988-4b0d-8bfb-df3d9fe710c9
2782,3090,2021-12-27,2020-05-17,,Local Courier,78bf29cd-ca00-4f46-b2c7-17d886724f57
2783,1492,2022-10-01,2021-07-13,2021-12-21,DHL,
2784,819,2020-06-24,2020-07-28,,DHL,bddba740-fc2e-4986-b8a8-dbb30b052e81
2785,989,2023-09-24,2022-03-01,2023-11-06,FedEx,
2786,7,2023-02-07,2023-06-06,2021-08-11,Local Courier,29561aa7-dee2-4b10-a087-54f8bef0ee26
2787,1260,2022-05-06,2022-05-09,2022-08-26,FedEx,
2788,126,2022-02-18,2021-05-01,,USPS,c413baa6-d7a2-4e82-983b-c14262b86e4a
2789,3063,2021-11-04,2022-09-15,2020-03-23,FedEx,
2790,2666,2021-09-24,2020-04-28,2023-04-15,Local Courier,
2791,698,2021-12-21,2020-03-22,,FedEx,
2792,2529,2022-02-13,2022-11-15,,Local Courier,1bcb7a3e-e4a6-4a1a-915a-e7955b804a0d
2793,1596,2020-07-27,2022-08-22,2020-10-11,Local Courier,
2794,2460,2023-07-20,2022-05-23,,DHL,ff912e66-39ef-4437-a7a6-a8356aee9e67
2795,1722,2022-07-28,2021-12-02,2021-06-08,FedEx,
2796,1193,2020-08-27,2021-05-14,,USPS,
2797,124,2020-07-11,2020-08-08,,DHL,4c942fa3-8ad4-42b3-8292-cad39babb536
2798,577,2023-04-12,2021-08-19,2022-05-21,UPS,
2799,871,2020-09-21,2022-10-24,2023-07-26,DHL,411a86b4-5951-4bac-9d72-4d18d4129c01
2800,2208,2023-07-13,2020-03-09,,USPS,1f88a6fb-7b07-4d0e-a552-ffb54d6de05a
2801,884,2020-08-22,2022-11-24,2021-02-22,UPS,0c3d22d9-be77-42ff-8cfc-d66520c51807
2802,124,2022-12-23,2023-04-12,2021-12-06,Local Courier,
2803,792,2023-12-01,2023-09-03,,DHL,
2804,693,2022-07-31,2023-07-12,2021-11-12,UPS,5302f2d0-0eda-4af5-8084-b673f289787e
2805,2713,2021-02-15,2021-06-08,2022-05-23,FedEx,
2806,2419,2021-10-28,2023-10-27,2021-03-06,Local Courier,a6f5c624-5090-41fd-b864-52283fd797c3
2807,629,2022-04-13,2022-08-28,,Local Courier,cefc33ed-9ae9-4adc-b545-4556fa46c21f
2808,2340,2020-04-21,2021-06-09,,UPS,
2809,304,2021-01-25,2020-04-04,,UPS,
2810,910,2021-07-20,2021-08-24,2022-05-19,UPS,
2811,925,2020-05-22,2023-07-31,,DHL,
2812,825,2021-06-13,2023-04-16,2020-10-11,UPS,160c4137-0317-40bd-b3bd-3bab3d1e4f38
2927,911,2020-07-16,2021-08-29,,UPS,
2813,799,2023-01-25,2020-08-08,,DHL,5cb74f0e-b7d1-4890-ab7c-21899a8c938d
2814,879,2023-12-22,2023-08-09,,USPS,
2815,1618,2020-07-15,2023-10-12,2022-02-28,UPS,
2816,1170,2020-07-23,2021-06-30,2022-10-20,DHL,622fec3d-3971-4fc6-975f-dc214488d5ab
2817,1810,2022-09-11,2023-01-05,2021-05-28,DHL,
2818,414,2021-07-28,2023-01-05,,UPS,98f70aff-01bc-4cac-9e14-6d7dcbd424b6
2819,248,2021-12-13,2023-02-17,2021-12-07,FedEx,
2820,1914,2021-05-05,2021-11-15,,DHL,e99d1091-d629-4c77-8489-ff351952bf26
2821,2169,2021-04-29,2021-03-29,2021-02-24,DHL,0d85d1bd-c8c0-4c46-b433-433df935d32f
2822,2940,2021-10-10,2022-06-05,,USPS,
2823,2970,2022-03-03,2022-05-30,,USPS,
2824,2272,2022-12-13,2020-05-15,2020-06-21,USPS,
2825,1410,2022-01-16,2023-04-13,,UPS,
2826,1329,2023-05-31,2021-05-19,,FedEx,
2827,1628,2023-03-10,2020-01-16,,USPS,
2828,1668,2020-08-18,2023-06-21,,FedEx,
2829,1008,2021-08-15,2020-08-15,,UPS,
2830,1625,2020-02-11,2020-03-30,2023-11-30,DHL,
2831,978,2022-12-03,2021-07-02,2020-08-17,FedEx,
2832,1971,2020-12-05,2021-12-21,,UPS,
2833,1673,2023-08-25,2023-09-07,,Local Courier,
2834,1254,2023-07-04,2021-03-31,,USPS,f6f30c89-6a5d-4583-8d56-4bc1b1a39a52
2835,2644,2020-02-09,2021-08-05,,FedEx,
2836,53,2021-03-20,2020-03-11,2023-05-26,Local Courier,
2837,2272,2023-02-23,2023-01-28,2020-05-30,UPS,
2838,2577,2023-11-25,2020-09-10,2022-06-28,UPS,
2839,1480,2020-10-07,2021-12-22,,UPS,
2840,1125,2021-08-14,2023-02-03,2022-06-23,USPS,e942cf33-14fd-440c-9143-e56eebad889f
2841,1493,2021-04-12,2020-01-21,2021-07-26,UPS,fb3658d9-ee66-40d0-83dd-d64e426e4cc5
2842,697,2023-05-24,2020-12-11,2021-12-23,Local Courier,c53633b1-c669-4929-8532-1909287eddc5
2843,1512,2023-07-07,2022-12-26,,FedEx,
2844,2577,2023-05-02,2021-06-18,,UPS,
2845,3062,2020-04-14,2023-04-12,2023-08-30,USPS,5d841ae2-ae91-401f-8c50-7bd988dfc308
2846,448,2020-05-17,2021-01-02,,USPS,
2847,1998,2022-03-13,2020-02-03,,USPS,
2848,2150,2022-12-08,2022-08-29,,USPS,09ec6c84-6961-491d-b990-5bf349057c59
2849,1158,2020-09-22,2021-01-05,2022-01-24,FedEx,5acd47c3-9308-425b-bf04-b3b1e1b0b9a9
2850,1018,2021-10-30,2023-06-03,2021-09-23,UPS,928f4bf0-463b-4938-9b9a-70110d661a8d
2851,87,2021-11-16,2021-07-22,2023-07-24,DHL,
2852,613,2020-02-02,2022-06-24,,USPS,
2853,712,2021-03-27,2020-08-29,2022-06-20,USPS,b21a8363-2cf3-431a-874b-b9735ee27ba7
2854,2277,2022-07-29,2023-08-09,2023-12-26,USPS,48e00cbc-c6ad-418b-aa94-0794c13dda31
2855,1384,2021-04-18,2022-01-26,,UPS,
2856,2184,2020-06-17,2022-04-18,,FedEx,
2857,1181,2023-12-14,2023-09-15,,Local Courier,7b7f2e06-8457-4d8c-b4be-cb4d71989379
2858,1984,2023-02-12,2020-10-30,2022-08-01,UPS,4c2a710f-3140-4a9f-8b65-9206b9a08330
2859,22,2020-09-01,2022-02-24,2021-11-13,USPS,77428d48-a1ed-4a7e-90c1-c0bbcd5944d0
2860,1690,2022-04-10,2022-02-21,2021-03-28,FedEx,
2861,155,2021-11-27,2022-04-22,,UPS,f6828acb-5904-46a7-9a00-432450f43662
2862,655,2022-11-29,2020-12-23,,Local Courier,
2863,837,2023-07-01,2023-07-04,,UPS,b70bfa71-8d04-4a6c-a18f-178c460a12f5
2864,2284,2020-12-28,2022-08-30,2022-05-29,UPS,7abbb932-3213-4768-89f2-85b865ba2b99
2865,1288,2021-04-28,2020-05-27,2023-03-20,Local Courier,
2866,1896,2021-09-18,2021-11-08,,Local Courier,ef74c33d-d33a-4bc7-aa10-a1f2cfb0a97b
2867,97,2021-04-10,2020-10-05,,USPS,60a7d4ca-c232-44f5-8225-095ac73747f6
2868,441,2023-10-08,2020-02-22,2020-08-12,USPS,
2869,2855,2021-12-11,2023-07-27,2021-01-01,DHL,38e08400-4723-49b9-878c-77f06d9fa44a
2870,190,2021-02-22,2020-07-03,2022-09-12,USPS,
2871,2159,2022-12-11,2020-07-15,,FedEx,4cd9fb32-b7de-4c78-b33d-fc12d76295ac
2872,2922,2020-08-03,2022-01-16,,Local Courier,
2873,1561,2021-10-30,2022-04-17,,UPS,6cdd106d-2146-4727-a82b-032ff381a136
2874,566,2020-06-02,2022-08-06,2021-04-06,Local Courier,
2875,2094,2023-10-15,2021-09-22,,Local Courier,33817ec7-68a3-4302-b6b4-3225c0eba66c
2876,189,2023-08-12,2023-02-10,2021-11-04,DHL,
2877,2031,2021-07-08,2022-04-30,,UPS,5a22500d-4946-4a02-ac4b-66fcf9a89dfa
2878,1097,2021-02-13,2023-05-24,2020-09-19,USPS,4674897f-84b7-4eb9-85bf-08ed71dad5f2
2879,2403,2022-03-11,2021-04-03,,UPS,
2880,2232,2020-01-28,2021-07-16,,UPS,836144ee-860d-402b-9193-191856fdf216
2881,2734,2021-03-22,2021-03-02,2023-09-15,UPS,a960b5b3-e44c-4657-8d8f-efc400cbac24
2882,639,2022-03-10,2022-07-04,,UPS,dc3ab884-0d8b-4967-8686-9704a4c51c6d
2883,759,2023-07-25,2022-10-07,2020-10-21,DHL,
2884,1559,2021-12-12,2020-12-24,,USPS,9d406516-406f-4914-8852-9a4654ab1d3c
2885,1419,2023-02-09,2022-03-08,2023-02-13,USPS,cf35c4f3-e5fd-4d5b-a03d-061877058991
2886,575,2020-06-30,2023-08-11,2020-10-23,UPS,
2887,546,2023-03-22,2021-07-02,2021-09-24,UPS,
2888,2303,2020-11-27,2021-04-22,,Local Courier,
2889,2184,2021-11-20,2023-12-25,2023-10-17,FedEx,0b937e98-3fce-47e8-9597-815876e1bd58
2890,1209,2022-01-27,2020-06-28,,USPS,
2891,3058,2021-11-26,2020-02-08,,Local Courier,
2892,1103,2023-08-03,2021-02-08,,USPS,
2893,1106,2022-07-24,2022-09-20,,Local Courier,e5c54b07-bb82-42f0-b10f-22d2de920cd4
2894,1253,2022-09-08,2023-09-07,2020-03-29,DHL,
2895,845,2020-02-28,2020-05-09,,USPS,
2896,342,2023-05-19,2023-06-23,2022-06-20,UPS,
2897,2801,2023-07-11,2020-02-01,2022-09-08,USPS,
2898,2174,2021-08-10,2020-11-30,,FedEx,
2899,2279,2020-05-20,2022-06-13,2021-08-31,FedEx,890c1d3c-9bf9-48c1-bc40-456f0b5b9532
2900,783,2021-09-24,2022-08-26,2023-11-23,FedEx,f7dea462-0f7d-4a7f-9c19-65e95991d4ac
2901,1174,2020-09-03,2020-08-30,2023-06-04,DHL,
2902,2864,2020-03-02,2023-12-07,2022-07-27,UPS,
2903,1853,2021-11-15,2022-08-31,,UPS,
2904,2893,2020-09-10,2023-03-09,2020-10-19,UPS,
2905,2497,2022-08-06,2020-07-26,,USPS,ade861c4-9deb-457c-b244-64c35ad95b30
2906,1493,2022-07-17,2023-07-06,,FedEx,73c5181c-1d71-4e84-a15a-e64ad488d172
2907,940,2020-11-19,2021-11-14,,USPS,
2908,1952,2020-12-18,2022-04-17,,USPS,e67bca8f-7411-430c-95db-cf5e2bcaa496
2909,2747,2021-12-02,2023-06-12,,Local Courier,f731b251-1b0f-4b4d-8cd9-be9fc8c3e00e
2910,2487,2022-11-23,2022-10-30,2021-10-21,Local Courier,b648f78c-0582-414a-a8d2-49c9b5be0429
2911,235,2020-10-12,2022-09-27,2020-06-21,UPS,
2912,660,2021-02-02,2022-02-26,,Local Courier,e94e1788-6ed2-45a6-ac5c-67c7d08b063b
2913,2812,2020-06-06,2022-05-26,2023-10-15,FedEx,926fb992-1a3e-49fd-a476-658603c405be
2914,3043,2023-12-20,2023-09-03,,Local Courier,588ef58f-fb40-4c01-bce8-f867094b63a0
2915,1826,2020-11-19,2023-01-21,,USPS,
2916,2155,2020-01-17,2023-03-18,,UPS,
2917,2139,2022-05-27,2023-04-29,,DHL,320d38bb-b30c-42cd-acd6-e8956ebd9116
2918,2070,2023-12-06,2023-11-18,2021-03-06,Local Courier,
2919,834,2020-06-06,2023-04-28,,FedEx,
2920,1322,2020-11-17,2023-06-26,2022-11-17,FedEx,b7028528-0fa4-4e3b-8503-fd8aa8c72538
2921,2222,2021-10-21,2023-08-21,,Local Courier,79ddfc7b-3b91-4d2a-b5f6-3544f4f6dcd3
2922,2053,2020-09-11,2023-11-02,2023-08-28,UPS,fe7009da-25e7-4412-9a3e-f64537b01ac8
2923,2025,2022-05-26,2023-12-27,,UPS,
2924,1337,2021-10-21,2020-01-28,2021-10-09,UPS,86327c02-73ab-4430-98cb-8a1ecc1bc983
2925,1738,2020-08-16,2021-11-24,2022-05-18,USPS,
2928,2982,2020-02-19,2022-02-18,,Local Courier,11622eb1-d8d0-4618-8d76-bec5882ccd3d
2929,2286,2020-09-11,2023-05-15,,FedEx,
2930,352,2021-11-18,2020-12-28,2022-08-19,DHL,
2931,2283,2023-05-11,2022-12-09,2023-02-10,Local Courier,
2932,2666,2020-09-29,2020-01-19,,Local Courier,
2933,633,2021-04-26,2020-12-15,,FedEx,
2934,2768,2022-12-07,2021-05-18,,USPS,0cb07806-bdcc-4188-b220-4c523e962162
2935,470,2023-02-09,2023-11-18,,USPS,6bfec803-63f6-4415-b102-cc0ba8aef053
2936,261,2022-01-31,2021-08-04,2020-01-17,USPS,27843cff-7274-4e89-80e2-92b40d774909
2937,571,2022-03-22,2023-08-10,,FedEx,
2938,1639,2020-01-10,2020-02-27,2022-11-28,UPS,535b5009-e8ea-4d8a-8ac9-06b5095a030c
2939,545,2020-08-15,2020-08-17,2022-09-30,USPS,a93ce1ed-e780-46b0-9c64-379211c54d08
2940,2638,2021-03-06,2020-03-20,,Local Courier,1593f411-2286-4301-898e-d79032821314
2941,130,2022-06-24,2020-10-20,2023-03-06,Local Courier,367c41aa-f681-4c6c-85fe-f417adbc6fa8
2942,2716,2020-05-16,2022-01-16,,DHL,
2943,2301,2023-04-08,2020-06-09,,USPS,
2944,2017,2022-06-13,2023-04-07,2020-10-20,DHL,
2945,2615,2022-02-24,2021-12-17,2021-09-30,FedEx,0377cc9c-5761-4d55-ace1-656706a807d8
2946,1437,2023-02-28,2020-06-18,2021-01-25,Local Courier,
2947,2972,2020-08-25,2021-10-22,,UPS,
2948,800,2021-11-10,2020-01-02,2021-08-15,USPS,
2949,2361,2022-04-19,2021-02-18,,DHL,
2950,2384,2021-08-09,2023-11-16,2021-02-04,Local Courier,
2951,101,2021-09-30,2022-02-07,,DHL,c9862f1a-8e2e-466d-83fa-9b25984780f8
2952,966,2023-09-01,2022-10-13,2020-06-17,UPS,c1cbc116-e525-4b00-a8a4-d62c59c6893d
2953,1505,2023-10-25,2020-12-07,2023-06-13,FedEx,002ecdb7-fec1-4f7f-858a-43d6838b2259
2954,1,2022-06-23,2023-12-08,2020-01-16,UPS,
2955,277,2023-02-11,2020-10-24,2023-02-26,USPS,5829f729-5771-4bb3-88b5-c6d053bd2c96
2956,1613,2020-08-28,2023-09-24,,USPS,64196461-5b41-4e81-ad83-90f3d7e56956
2957,192,2022-04-15,2022-07-31,,Local Courier,7c36d992-139e-4c5d-8416-7b2c83ec4820
2958,453,2021-02-05,2020-06-15,,USPS,
2959,716,2021-12-08,2021-12-19,,UPS,cf030b36-5c2c-4422-812a-143ff32bd038
2960,1945,2022-09-22,2020-09-20,2022-10-26,Local Courier,1b4f3dba-7fd9-4186-8d0f-d964c5da07c4
2961,101,2023-03-04,2021-01-14,2020-04-15,FedEx,8079377e-614d-4d19-982b-01a25953df08
2962,2677,2021-10-26,2023-03-27,,FedEx,d2756adf-da4c-4684-a7f2-f722d2708931
2963,535,2020-10-16,2020-02-13,,UPS,
2964,1781,2021-10-22,2021-05-12,,Local Courier,
2965,1250,2020-09-25,2021-09-06,2020-08-27,UPS,
2966,601,2023-01-26,2022-03-13,,Local Courier,
2967,2481,2021-10-25,2023-10-19,,UPS,
2968,3058,2023-12-10,2023-11-10,2022-08-17,Local Courier,08bd5c3e-f176-405b-85b5-75d905c58449
2969,2674,2023-09-13,2021-03-31,2021-05-14,FedEx,
2970,1628,2020-07-02,2021-08-26,2022-05-07,Local Courier,
2971,2100,2022-08-08,2020-01-22,2020-05-29,UPS,a9677216-5b05-4066-bf8a-47261199688d
2972,1095,2021-12-10,2022-09-06,,USPS,20f35a74-674f-492f-b1df-56bf4e80378c
